언어표현,분류,유형,품사,의미,예문,비고
솔봉이,비어,태도,명사,(홀하게) 촌스러운 사람,"선칠이의 사자 어금니 같은 사람이란 게 문성이, 호성이, 호불이 이런 솔봉이들이니 무슨 일이 되겠습니까. (홍명희: 임꺽정10, 1939)",빈도확인
솽년,욕설,지위,명사,상년'의 큰말,"""이이, 솽년이 말 다했나 니? 죽꼬 싶나?"" ""아니, 이 작자가 엇다 대고 욕이여 욕이. 사람 승질 건드리지 마. 덕볼 일 없을 텡깨로."" (김소진: 장석조네 사람들, 1995)",
솽놈,욕설,지위,명사,상놈'의 큰말,,
쇠고집,비어,태도,명사,(욕으로) 아주 고집이 센 사람,,
쇠누깔,맥락,,명사,'=쇠눈깔,"어따 그놈, 말도 많군. 네놈의 지체가 우리와 틀리다는 것이야 쇠누깔인 우리들 모를까. 우리도 모가지 붙이고 살자니 마님 분부 거행치 않을 수 없지 않느냐. (김주영: 객주8, 1983)",
쇠눈깔,맥락,,명사,(속되게) 글자 따위를 모르는 사람 '= 쇠누깔 / (속되게) 큰 눈,"""진서글로된 그깐 보장을 보아서 뭘 하겠다는 겝니까. 댁네들이나 나나 쇠눈깔이긴 매일반이 아니오?"" ""이 도륙을 낼 놈, 내가 진서글을 모른다 하되 어음표 생긴 형용이 어떻다는 건 알고 있다, 이놈. 얘들아, 그 봉서를 내가 봐야겠다."" (김주영: 객주3, 1981) / 곰보딱지 코딱지 얼음에 빠진 쇠눈깔, 다 파먹은 김치독, 얼음에 자빠진 쇠눈깔",
쇠뿌러기,비어,직업,명사,(낮추어) 대장장이,"""쇠뿌러기가 천신만고해서 원 맛을 보니까 맘에 곧 대국천자나 한 상싶은 게지. 되지 못하게 기팡두부린다"" 하고 큰소리로 떠들었다. (홍명희: 임꺽정8, 1937)",빈도확인
쇠아들,욕설,태도,명사,(욕으로) 아주 형편없는 사람. '=쇠자식,"주인 김 승지는 어젯밤에 그 부인에게 손이 발이 되도록 빌고 생전에 다시는 첩을 두면 개자식이니 쇠아들이니 맹세를 짓고~ (이인직: 귀의성, 1906)",
쇠아들놈,욕설,태도,명사,(욕으로) 쇠아들,"""우리 수궁 흥미야 좋지요. 수국 풍경 반겨 듣고 가자 하면 마다할 수 없고 가자 한들 갈 수가 없으니 애당초에 듣지도 마시오"" ""내가 만약 듣고 가자 하면 쇠아들놈이오. 어서 한번 들어 봅시다."" (유성준판 수궁가, 1981)",
쇠용통,속어,성적부위,명사,(속되게) 유방,"물바가지를 위로 쳐들어 올릴 제 연적 같은 쇠용통이 겨드랑이 아래로 완연하게 드러나고 낭자를 푼 검은 머리채가 어깨를 덮었다. (김주영: 객주6, 1982)",
쇠자식,욕설,태도,명사,'=쇠아들,"개자식들! 쇠자식들! 지금 가 보니까 그놈의 굴뚝에서 연기가 나더라, 연기가 나, 직공들이 확실히 적어도 몇십 명은 온 모양이야. 쳇 빌어먹을, 이게 다 광은이놈의 짓이지. (유진오: 밤중에 거니는 자, 1931)",
쇤머리,맥락,연령,명사,(속되게) 노인,"장에 잡은 개가 날 때마다 불티나던 것은 전부터 보던 일이었다. 먹이 두어 몸에 좋다는 것이면 장발장이부터 쇤머리까지 눈비음 않고 희번득이는데다, 아무리 잡아도 읍내로 다니며 찌르는 자가 없으니 여름 장사가 사철 장사로 늘은 것도 당연한 일이었다. (이문구: 우리 동네 강씨, 1977)",논의필요
쇳바닥,속어,일반부위,명사,(속되게) 혓바닥,"""지금까지 여자들 등에 얹혀 먹고 살아오지 않았냐구."" ""얹혀 살아? 누가? 하, 이 물건 쇳바닥 더럽게 놀리고 자빠졋네요. 남자 하는 일이 날씨처럼 매양 고를 수 없는 것인데, 그런데 이건 밤낮으로 양양대기만 하는 꼴이라."" (김형숙: 얼음벽의 물, 1989)",
쇳조각,맥락,,명사,(빈정거려) 성미가 매몰차고 경망스러운 사람,,
수놈,맥락,,명사,(욕으로) 남자,"갑시다. 자, 출발이야, 잘 있거라, 이 우라질놈의 집. 잘 있거라, 덜떨어진 암놈 수놈들아. (최인호: 깊고 푸른 밤, 1982)",
수떨판이,비어,언행/태도,명사,(홀하게) 수선스럽고 떠들썩한 사람,"이런 수떨판이 같으니라구. 여자가 종아리를 시퍼렇게 내놓고설랑 어딜 들뛰어다니는 거야 (김소진: 쥐잡기, 1991)",빈도확인
수선쟁이,비어,직업,명사,(홀하게) 수선을 하는 사람,"""선생님, 랑코 좋아하시지 않으세요?"" ""아, 그 수선쟁일?"" ""괜히 그러시는군."" ""천만에요, 난 중코상을 좋아합니다."" (안회남: 탁류를 헤치고, 1940)",
수양아비,비어,지위,명사,(낮추어) 수양아버지,,논의필요
수양어미,비어,지위,명사,(낮추어) 수양어머니,,논의필요
수월내기,비어,태도,명사,(얕잡아) 다루기 쉬운 사람,,빈도확인
수작,맥락,,명사,남의 말이나 행동을 업신여겨 이르는 말,얼르고 좆먹이자는 수작. 입이 열 개라도 그런 수작은 못 하는 법이다.,논의필요
수작질,비어,행동,명사,(낮추어) 남의 언행,"""거 병신 안 됐는지 몰라, 머리채를 질질 끌구 마당에 나와선 차구 짓밟구…... 야 그 사람 환장한 모양이더군."" 이건 누굴 엿먹이느라구 수작질인가 하는 생각이 들어서 불끈했지만 영달이는 애써 참으며 담뱃불이 손가락 끝에 닿도록 쭈욱 빨아 넘겼다. ""황석영: 심포 가는길, 1973)",
수전노,비어,태도,명사,(욕으로) 돈을 모을 줄만 알고 쓰기에는 몹시 인색한 사람,,빈도확인
수캐,맥락,,명사,(욕으로) 남자 '=수컷,"""야! 웬 수캐냐. 이리 와, 이리 와."" ""당장 꺼지지 못해? 얌체들아아!"" ""이 쉬파리도 안 앉을 새끼들아아!"" ""한코 줄게, 와. 응, 이리 와아!"" (조해일: 아메리카, 1972)",
숙덕,맥락,,명사,'=숙맥,"그가 수감되던 날 저녁, 김 주사와 주인의 딸은 애저녁부터 한시름 잊은 듯이 부채를 맞부치며 머릿방에 누워 있다. ""내 말이 어때요, 그런 숙덕이라도 다 제 행투가 있지 않아요."" ""제 행투가 있으면 쓸 데 있나, 때여가는데……."" ""제 행투가 있으면 쓸 데 있나, 때여가는데……"" (현진건: 발, 1926)",빈도확인
술고래,속어,언행,명사,(속되게) 술을 많이 마시는 사람 '=술독. 술망태. 술부대. 주당. 주태. 주태배기. 주통,"마침 박가의 장인 되는 사람은 통운에 근무하는 소문난 술고래였다. 그는 사위의 친구인 우리들을 아침부터 저녁까지 술로 대접했다. (홍성원: 주말여행, 1969)",
술도깨비,속어,언행,명사,(속되게) 주정꾼,,
술망나니,비어,언행,명사,(낮잡아) 술주정이 몹시 심한 사람,"군사들이 다 타는 상급 무명조차 타지 못하고 맨손으로 고향에 돌아가서 이삼 년 지내는 동안에 술망나니란 별명만 듣고 서울로 올라와서 한 반년 떠도는 동안에 굶어서 들피가 나다가 아는 양반이 금교 찰방으로 오는데 하인도 아니고 하인같이 따라왔었다. (홍명희: 임꺽정5, 1933)",
술망태,비어,언행,명사,'=술고래,"소년의 아버지는 술망태였다. 항상 뿌연 막걸리 자국이 옷섶에서 지워질 날이 없었다. (정채봉: 성묘, 1986)",
술주정꾼,비어,언행,명사,(홀하게) 술주정하는 사람,,
숭물,비어,태도,명사,(홀하게) 성질이 흉칙한 사람. 표준어로 '흉물'이다 / (함남 지방에서) 멍텅구리,"이불을 쓰구 드러누워서는 끙끙 앓음소리를 내는데 여승이 마당문을 비죽 열고 동냥을 청하지 앵겠소 한즉 저놈의 숭물의 말이~ (한설야: 부역, 1937)",논의필요
숯굿장이,비어,직업,명사,'=숯쟁이,"지금 사님이는 숯굿장이가 아니다. 꼭 그렇게 되리라고 셈치고 일하던 대로 지난해 가을에 마을로 내려앉았다. (최태응: 봄, 1939)",빈도확인
숯장수,맥락,,명사,(농으로) 얼굴이 검은 사람 / (낮잡아) 흑인,,
숯쟁이,비어,직업,명사,(홀하게) 숯을 굽는 사람 '= 숯굿장이,숯쟁이 좆대감지 같다,
쉐리,욕설,지위,명사,(990년대에 0대들이) 새끼 '= 쉐이,,
쉐이,욕설,지위,명사,'=쉐리,,
스발,욕설,감탄,감탄사/관사,'=시발,"임마, 양놈들 막사엔 기집애들이 줄줄이 찾아온다더라. 스발, 우리가 웃어 줄 땐 샐쭉 고개를 돌리던 여고생들까지 양놈들 차가 지나가니까 헤벌쭉 웃더라니까. 내 드러워서. (윤정모: 빛, 1988)",
시골꼬락서니,비어,출신,명사,(낮잡아) 시골 사람,"그러나 조 의관은 그 무서운 규모로도 이 종씨를 할아버지 아저씨 하고 덤벼드는 시골꼬락서니 젊은 애들을 며칠씩 묵혀서는 노잣냥 주어 내려보내는 것이었다. (염상섭: 삼대, 1931)",
시골뜨기,비어,출신,명사,(얕잡아) 시골사람,"""저 그때 말씀한 사촌 동생이라는 이가 참말 시굴 처녀를 얻겠다나요?"" ""네! 그 애는 저 역시 공부한 것이 변변치 못하니까…… 배우자도 아주 시골(굴)뜨기를 얻겠답니다."" (강경애: 인간 문제, 1934)",
시다바리,비어,지위,명사,(속되게) 때밀이 따위 같은 보조원,"그때에 나는 낙원탕의 시다바리로 있었지. 누가 보더라도 누워 있는 살찐 녀석이랑 때를 밀고 있는 나는 묘하게 대조가 됐을걸. (황석영: 장사의 꿈, 1974)",
시라소니,맥락,,명사,(욕으로) 약은 사람,"사내자식이 열다섯 살이면 절로 입신양명할 마련을 시작하는 나이다. 한데 시체놈들은 젊도록 부모의 덕만 바라는 시라소니뿐이니 그따위는 공부해서 무얼 한단 말이냐. (한설야: 탑, 1942)","<표준> 『북한어』‘스라소니’의 북한어. / 고양잇과의 동물. 살쾡이와 비슷한데 몸의 길이는 1미터 정도이며, 잿빛을 띤 적갈색 또는 잿빛을 띤 갈색에 짙은 반점이 있다. 앞발보다 뒷발이 길고 귀가 크고 뾰족하다. 토끼, 노루, 영양 따위를 잡아먹는데 나무를 잘 타고 헤엄을 잘 친다. 깊은 삼림에 사는데 한국 북부, 몽골, 러시아 시베리아ㆍ사할린, 중국, 중앙아시아, 북아메리카, 알프스 이북의 유럽 등지에 분포한다"
시라이꾼,비어,직업,명사,"(불량배들이) 폐품을 수집하는 일, 또는 그런 일을 하는 사람","나는 증오에 찬 눈을 뜨고 그를 노려보기만 했다. 정말 이제는 시라이에 점점 요령도 생겨서 돈을 모을 수가 있었는데 다 글러버린 것이다. (황석영: 어둠의 자식들, 1980)",
시라이꾼,비어,직업,명사,(낮잡아) 넝마주이,"그 새끼 마누라 새로 얻더니 더 빡빡해졌어. 우리 노조 같은 거 맹길어서 집단으루 대항해야지 안 되겠더라고. 까불어 봐야 가구통 메고 휴지 조각이나 줍던 시라이꾼 출신인 자식이. (박영한: 후투티 목장의 여름, 1989)",
시러베,욕설,언행,관사,(욕으로) 실없는 짓만 하는 얼띤,"""거 말짱 헛소리 아니겠음메."" 시러베 학자들이 뭘 알겠냐는 것이었다. (서정범 외: 숨어 사는 외톨박이1, 1993)",
시러베년,욕설,언행,명사,(욕으로) 실없는 짓거리만을 하는 얼띤 여자,"엄마는 나 같은 년이나 하니까 그래도 당신 같은 다리병신을 서방이랍시고 떠받들고 살지 어떤 시러베년이 단 하루를 붙어 살겠느냐고 큰소리 친답니다. (조선작: 모범작문, 1974)",
시러베놈,욕설,언행,명사,(욕으로) 실없는 짓거리만 하는 얼띤 남자,"""그깐놈 거적 씌워 시구문 밖에다 내다버리고 조산 깍정이들께 푼전이나 쥐어 주면 조명날 일이 없잖아."" ""이런 지미할 놈을 보았나? 시구문 밖이 여기서 한두 행보인가? 업고 가다가 시러베놈들이 보았다 하는 날엔 우리 풀 밖에 난 도깨비 신세여……."" (김주영: 객주4, 1981)",
시러베아들,욕설,언행,명사,(욕으로) 실없는 사람 '=시러베자식,"친구의 소개로 돈푼이나 있다는 사람을 만나 얘기를 비치어 보았더니 지금 세상에 일 할 장사를 위해 돈 내놀 시러베아들이 어디 있겠느냐고 영 상대도 않더라는 것이다. (손창섭: 잉여인간, 1958)",
시러베아들놈,욕설,언행,명사,(욕으로) 실없는 사람 '=시러베자식,"K는 아무짝에도 못 쓸 놈이야. 그 잘난 언문 섞어서 무어라고 끄적거려 놓고 제 주제에 무슨 조선에 유명한 문학자가 된다니! 시러베아들놈! (현진건: 빈처, 1921)",
시러베자식,욕설,언행,명사,'=시러베아들,"말을 건네려 하는데, 안협집은 별 시러베자식 다 보겠다는 듯이 대답이 없다. (나도향: 뽕, 1925)",
시발,욕설,감탄,명사,씨발'의 여린말'=스발,시발 짜증나네,
시발년,욕설,태도,명사,씨발년'의 여린말,말끝마다 시발년 거리네,
시부랄,욕설,감탄,명사,씨부랄'의 여린말,시부랄 되는게 하나도 없네,
시부랄년,욕설,태도,명사,씨부랄년'의 여린말,,
시부랄놈,욕설,태도,명사,씨부랄놈'의 여린말,,
시아비,비어,지위,명사,(낮추어) 시아버지,,
시아주비,비어,지위,명사,(낮추어) 시아주버니,,
시어미,비어,지위,명사,(낮추어) 시어머니,,
시장질,비어,행동,명사,(낮추어) 시장 노릇,시장질을 무사히 할수 있을거라 생각하나,"논의필요, <표준>"
시파,욕설,감탄,명사,=시팔,대충하면 안되지 시파,
시팔,욕설,감탄,명사,씨팔'의 여린말 '= 시파,,
시팔것,욕설,태도,명사,씨팔것'의 여린말,어휴 시팔것,
식순이,비어,직업,명사,(홀하게) 식모,옆집 식순이는 일을 잘하더라,
신문쟁이,비어,직업,명사,(홀하게) 기자 따위와 같이 신문을 만드는 사람,그 신문쟁이는 손대지마,
실없쟁이,비어,언행/태도,명사,(홀하게) 실없는 사람,,
십새끼,욕설,태도,명사,십새끼'의 여린말,환장했나 이 십새끼가,
십종쓰레기,욕설,구체물,명사,(군대에서) 군인의 시체를 속되게 이르는 말,군대에서 죽으면 십종쓰레기지 뭐,
싸가지,욕설,추상물/태도,명사,(낮추어) 싹수 / (낮추어) 싹수없는 사람,저 학생은 싸가지가 없네,
싸거리,욕설,추상물/태도,명사,=싸가지,싸거리도 없는 것,
싸나새끼,욕설,지위,명사,(욕으로) 남자,저 싸나새끼 또 말썽이네,
싸낙배기,욕설,언행/태도,명사,(욕으로) 성질이 독하고 사나운 사람,선생님은 싸낙배기였다.,
싸대기,속어,일반부위,명사,인체의 부위를 낮잡아 이르는 말,싸대기를 한대 맞았다,
싹둥머리,비어,추상물/태도,명사,"(낮추어) 싹수 '= 싹둥배기 , 싹수머리",이런 싹둥머리 없는 녀석,
싹둥배기,비어,추상물/태도,명사,=싹둥머리,,
싹바가지,비어,추상물/태도,명사,(속되게) 싹,싹바가지 없이 까부네,
싹수머리,비어,추상물/태도,명사,=싹둥머리,이젠 제법 싹수머리가 보인다,
싹퉁머리,비어,추상물/태도,명사,싹둥머리'의 센말,싹퉁머리 쪼그라진 놈 듣거라,
쌀매들년,욕설,태도,명사,(욕으로) 못마땅한 사람,,
쌀벌레,맥락,,명사,(빈정거려) 일하지 않고 놀고 먹는 사람,쌀벌레 같이 살지 말아,논의필요
쌍,욕설,감탄,명사,(명사에 붙어) 그것을 욕되게 하는 말,"쌍것, 쌍년, 쌍놈, 쌍간나새끼",
쌍간나새끼,욕설,지위,명사,(욕으로) 남자 아이,에이 이런 쌍간나새끼,
쌍간나이년,욕설,지위,명사,(욕으로) 여자 아이,쌍간나이년 저리 가버려,
쌍것,욕설,출신,명사,(욕으로) '상것'의 센말,쌍것 피는 못 속여,
쌍녀러,욕설,지위/태도,명사,상녀러'의 센말 '= 상녀리,요런 쌍녀러 세상이 어찌 돼갈라고,
