text,intensity,source,abuse,censure,discrimination,hate,sexual,violence,사전_유해성,AI_유해성,유해_단어,대체_제안형식,대체_문장
무엇때문에? 고기 품질이 이게 뭐야? 어디 아프리카 부족도안먹게 생겨서?,3,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""고기 품질이 이게 뭐야?"", ""아프리카 부족도안먹게 생겨서""],
  ""대체 제안 형식"": ""문장의 감정을 유지하되, 공격적인 표현과 전형적인 편견을 제거"",
  ""대체 문장"": ""무엇 때문에 이 고기의 품질이 이렇게 나쁜 거야? 그래서 사람들이 잘 안 먹는 것 같아.""
}
```"
40대 진입한 년들은 대깨 입문해서  세차해주러 다님.,2,윤리검증,1,1,0,1,0,0,1,1,['년'],"의도를 유지하되, 부적절한 표현을 중립적인 표현으로 변경",40대에 접어든 사람들은 대깨에 대해 배워서 세차해주러 다닌다.
한녀들 개패고 싶네 삼일한이 답이다,1,윤리검증,0,0,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""개패고 싶네""],
  ""대체 제안 형식"": ""감정은 유지하되, 폭력적인 표현을 부드러운 방식의 감정 표현으로 대체"",
  ""대체 문장"": ""한 사람들에 대해 화가 나는데, 그에 대한 의견을 나누고 싶어.""
}
```"
걔넨 걍 모아서 불에 태워야됨,1,윤리검증,0,0,0,1,0,1,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""불에 태워야됨""],
  ""대체 제안 형식"": ""감정은 유지하되, 비폭력적인 제안으로 대체"",
  ""대체 문장"": ""걔넨 모아서 잘 정리해줘야 될 것 같아.""
}
```"
연예인들은 팬들 다 돈으로 보잖아,1,윤리검증,0,1,0,0,0,0,0,0,,,
ㅋㅋㅋㅋㅋㅋㅋ 그러면 진짜 재밌겠다,0,윤리검증,0,0,0,0,0,0,0,0,,,
요즘 하루종일 이것저것 하느라 너무 바쁘다 ㅠ,0,윤리검증,0,0,0,0,0,0,1,0,,,"json
{
  ""문장중 유해한 단어들"": [""저것""],
  ""대체 제안 형식"": ""감정은 유지하되, 비속어를 일반적인 표현으로 대체"",
  ""대체 문장"": ""요즘 하루종일 여러 가지 하느라 너무 바쁘다 ㅠ""
}"
소송 걸었는데 의사 무혐의 처분 받음,0,윤리검증,0,0,0,0,0,0,1,0,['무혐의'],원문의 의미를 살리면서 부적절한 뉘앙스를 제거,소송을 걸었는데 의사에게는 혐의가 없다고 결정되었음
진짜 속물이네 너 ㅋㅋㅋㅋㅋ,1,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""속물""],
  ""대체 제안 형식"": ""부정적인 표현을 중립적인 질문으로 변경하여 감정을 유지"",
  ""대체 문장"": ""요즘 너무 물질적인 것에만 신경 쓰는 것 같아, 왜 그런 거야?""
}
```"
야 그래도 존중하는 자세가 필요하지,0,윤리검증,0,0,0,0,0,0,0,0,,,
진짜 짜증난다,0,윤리검증,0,0,0,0,0,0,0,0,,,
저런 맘충들 때문에 노키즈존이 늘지 에휴,1,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""맘충""],
  ""대체 제안 형식"": ""감정은 유지하되, 비난의 뉘앙스를 제거하고 상황에 대한 이해를 바탕으로 표현"",
  ""대체 문장"": ""아이들 때문에 노키즈존이 늘어나는 것 같아 아쉬워.""
}
```"
본가에서 재택해도 일만 잘하면 상관없지 않아?,0,윤리검증,0,0,0,0,0,0,0,0,,,
한녀들 인권 박탈해야할 듯.,3,윤리검증,0,0,1,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""한녀들"", ""인권 박탈""],
  ""대체 제안 형식"": ""부정적인 감정은 살리되, 사회적 편견을 제거하고 인권을 존중하는 대화로 바꾼다."",
  ""대체 문장"": ""어떤 문제로 인해 어려움을 겪고 있다고 생각해, 서로의 입장을 이해하는 것이 중요해.""
}
```"
이제 결혼하고 싶어,0,윤리검증,0,0,0,0,0,0,0,0,,,
그래 계속 그렇게 해라 여대 졸업이 부끄러운 사회가 반드시 오길,1,윤리검증,0,1,1,1,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""부끄러운 사회""],
  ""대체 제안 형식"": ""의도를 유지하되, 보다 긍정적이고 중립적인 표현으로 바꾸기"",
  ""대체 문장"": ""그래 계속 그렇게 해라, 모든 이가 자랑스럽게 자신의 길을 갈 수 있는 사회가 오길 바란다.""
}"
인터넷에서 봤는데  아무대 똥싸고 그러더라구,1,윤리검증,0,0,1,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""똥""],
  ""대체 제안 형식"": ""부적절한 표현을 완화하여 상황을 설명하는 형태로 대체"",
  ""대체 문장"": ""인터넷에서 봤는데 아무 데서나 아무렇게나 행동하더라구""
}
```"
월급은 똑같이 나오는데 4시에 칼퇴근,0,윤리검증,0,0,0,0,0,0,0,0,,,
집 없이 어떻게 살라고. 알거지만들려는 거야?,0,윤리검증,0,0,0,0,0,0,1,0,,,"json
{
  ""문장중 유해한 단어들"": [""거지""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 묘사를 피하는 방향으로 대체"",
  ""대체 문장"": ""집 없이 어떻게 살라는 거야? 알지만 힘든 상황을 이해해주려는 거야?""
}"
그러게 쟤 사실 저러면 어디 가서 사람 취급 못 받아,0,윤리검증,0,0,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""사람 취급 못 받아""],
  ""대체 제안 형식"": ""부정적인 표현을 보다 중립적인 의견 형태로 대체"",
  ""대체 문장"": ""그러게, 그렇게 행동하면 다른 사람들에게 잘 받아들여지기 어려울 것 같아.""
}
```"
아빠 친구 아들 무슨 학과 다녀?,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""원문의 의도를 유지하되, 부적절한 표현을 제거하고 질문 형태로 바꾸기"",
  ""대체 문장"": ""아빠 친구 아들은 어떤 학과에 다니나?""
}
```"
화장하는 남자들 완전 게이같지 않냐,2,윤리검증,0,1,1,1,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""게이같지 않냐""],
  ""대체 제안 형식"": ""부정적인 표현을 중립적인 질문으로 대체"",
  ""대체 문장"": ""화장하는 남자들이 좀 신선하게 느껴지지 않나요?""
}"
작품 따려고 대주나?,2,윤리검증,0,0,0,0,1,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""대주나""],
  ""대체 제안 형식"": ""의도를 유지하되, 부적절한 표현을 일반적인 질문으로 대체"",
  ""대체 문장"": ""작품을 가져가려고 하는 건가?""
}
```"
나라에 집달라는 것들은 얼마나 부모가 거지면 이렇게 돈달라고 하냐?,1,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""거지""],
  ""대체 제안 형식"": ""부정적인 표현을 중립적인 질문으로 대체하여 감정을 유지"",
  ""대체 문장"": ""나라에 집달라는 것들은 부모가 이렇게 돈을 요구하는 이유가 궁금해.""
}
```"
대장동 봤냐? 좌파샛기들 조오나게 다 해 처먹는다.,1,윤리검증,1,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""좌파샛기들"", ""해 처먹는다""],
  ""대체 제안 형식"": ""의도를 유지하되, 부정적인 표현을 일반적인 질문 형태로 대체"",
  ""대체 문장"": ""대장동 문제에 대해 어떻게 생각해? 좌파는 왜 그렇게 행동하는 걸까?""
}
```"
저 추가근무 비용이 입금이 안 됐습니다.,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""의미를 보존하되, 부적절한 표현을 제거하고 명확한 언어로 대체"",
  ""대체 문장"": ""저 추가 근무 비용이 아직 입금되지 않았습니다.""
}
```"
앞에서는 예! 돌아서면 엿먹어라! 이게 4성 장군들 마음이구만,2,윤리검증,1,1,0,1,0,0,1,1,['엿먹어라'],"감정은 유지하되, 비하적인 표현을 중립적인 질문으로 대체",앞에서는 예! 돌아서면 어떻게 생각하실래요? 이게 4성 장군들 마음이구만
한국 게임산업을 도박판으로 만든 회사는 퇴출시켜야 해,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""도박판"", ""퇴출시켜야 해""],
  ""대체 제안 형식"": ""부정적인 감정을 유지하되, 공격적인 표현을 완화하여 비판적인 견해를 표현"",
  ""대체 문장"": ""한국 게임산업이 건강하게 운영되도록 문제 있는 회사는 개선이 필요할 것 같아.""
}
```"
키 작은게 낫지. 뚱뚱한건 약도 없다.,3,윤리검증,0,1,1,1,0,0,0,0,,,
남한 생활에 정착하는 과정에 도움을 주고 싶기도 하고 배울 것도 있을 것 같고 그래서,0,윤리검증,0,0,0,0,0,0,0,0,,,
아니ㅠㅠ,0,윤리검증,0,0,0,0,0,0,0,0,,,
자기가 지은 죄로 피해 입은 당사자는 나몰라라 하고.,2,윤리검증,0,1,0,0,0,0,0,0,,,
너처럼 집에서 아무 것도 안하는 것보다는 카페가서 카공족 하는 게 낫지.,0,윤리검증,0,0,0,0,0,0,1,0,,,"json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""원문의 의도를 유지하되, 감정적인 표현을 중립적으로 수정"",
  ""대체 문장"": ""너처럼 집에서 아무 것도 안 하는 것보다 카페 가서 공부하는 게 낫지.""
}"
난민 구조하라는 단체들은 대체 무슨 생각일까,0,윤리검증,0,0,0,0,0,0,1,0,['무'],문맥을 고려하여 질문을 부드럽게 바꿔서 정보나 궁금증을 표현,난민 구조하라는 단체들은 어떤 생각을 하고 있을까?
웬 돼지새기가 언제 춤춰봤다고 거기 앉았어,2,윤리검증,1,1,0,0,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""돼지새기""],
  ""대체 제안 형식"": ""감정은 유지하되, 비하하는 표현을 완화하여 정중한 질문 형태로 대체"",
  ""대체 문장"": ""왜 그 사람은 춤을 출 기회가 없었을까?""
}"
팀원들 다 뇌랑 양심이 없어,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""뇌랑 양심이 없어""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 비하적인 표현을 사용하지 않기"",
  ""대체 문장"": ""팀원들이 좀 더 신중했으면 좋겠어.""
}
```"
룸싸롱 가서 술접대나 받는 검찰이 무슨 나랏일을 하겠어?,1,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""의도를 유지하되, 비속어와 부적절한 표현을 배제하며 의문 형태로 수정"",
  ""대체 문장"": ""룸싸롱에서 술접대를 받는 검찰이 과연 나라를 위해 어떤 일을 할 수 있을까?""
}
```"
한국에 실상 문맹이 잔뜩이야,0,윤리검증,0,0,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""문맹"", ""잔뜩""],
  ""대체 제안 형식"": ""부정적인 표현을 중립적이고 긍정적인 언어로 바꾸어, 인식 개선의 필요성을 강조"",
  ""대체 문장"": ""한국에는 여전히 읽고 쓰는 데 어려움을 겪는 사람들이 많아, 지원이 필요해.""
}
```"
우리집은 거지라서 쥐뿔도 해준거 없잖아 근데 왜 나한테 쳐 바라고 난리야?,1,윤리검증,1,0,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""거지""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 표현을 완화하고 이해를 구하는 질문으로 대체"",
  ""대체 문장"": ""우리 집은 형편이 어려운 편인데, 왜 나에게 그렇게 기대하는 거야?""
}
```"
이제 곧 뜯을 거야.,0,윤리검증,0,0,0,0,0,0,0,0,,,
그렇게 따지면 일베충이나 너나 똑같은 쓰레기지ㅋㅋ,1,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""쓰레기""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 표현을 더 중립적인 언어로 대체"",
  ""대체 문장"": ""그렇게 따지면 일베충이나 너나 같은 문제가 있는 사람이지ㅋㅋ""
}
```"
그럼 니가 그리세요; 만족하며 보는 사람도 있는데 왤케 불만이 많으세요?,2,윤리검증,0,1,0,0,0,0,0,1,"['니가', '불만이 많으세요']",직접적인 표현을 완화하여 질문 형태로 바꾸기,"그럼 당신이 그리면 어떨까요? 다양한 의견이 있지만, 그 중에 만족하는 사람도 있다는 점을 생각해보세요."
원래 폐급은 자기가 폐급인지 모름 ㅋㅋ,1,윤리검증,1,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""폐급""],
  ""대체 제안 형식"": ""조금 더 부드럽고 긍정적인 표현으로 대체"",
  ""대체 문장"": ""사람들은 자신이 어떤 상태인지 잘 모를 때가 많지.""
}"
넌 똥이 가득해서 더러워보이네,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""똥"", ""더러워보이네""],
  ""대체 제안 형식"": ""감정은 유지하되, 비하하거나 모욕적인 표현을 중립적인 말로 대체"",
  ""대체 문장"": ""무언가 마음에 안 드는 것 같아 보이네.""
}
```"
빨리 뒤지고 싶으면 타라,2,윤리검증,0,1,0,0,0,0,0,1,['뒤지고 싶으면'],"의도는 유지하되, 부정적인 감정을 더 긍정적인 질문으로 변환","좀 더 편안한 기분이 되고 싶다면, 어떻게 하면 좋을까?"
뉴스 보면 백신 맞으면 당장 큰일날 것 같아서 겁나,0,윤리검증,0,0,0,0,0,0,0,0,,,
좋지도 않은거 왜이렇게 써대,0,윤리검증,0,0,0,0,0,0,0,0,,,
여군들은 다 공창으로 집결하나 ㅋㅋ,3,윤리검증,0,1,1,0,1,1,0,0,,,
"중국에서 게임 규제하는거 보면, 진짜 어처구니가 없더라",0,윤리검증,0,0,0,0,0,0,0,0,,,
걔네들 종특이 기본인성은 파탄난 애들임 내가 봄 뭐더러 그런 애들하고 친구맺냐 ?,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""종특"", ""파탄난""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하여 친구 맺는 것에 대한 고민을 표현"",
  ""대체 문장"": ""그 친구들은 기본적으로 어려운 성격을 가진 것 같아. 왜 그런 사람들과 친구가 되어야 할까?""
}
```"
그거 최대한 빨리 풀어놔야돼,0,윤리검증,0,0,0,0,0,0,0,0,,,
요즘 대학생들 빈부격차 심해서 부자들은 차 타고 등교하더라,0,윤리검증,0,0,0,0,0,0,0,0,,,
예측을 한다고 하는데 다 틀려 ㅋㅋㅋ,1,윤리검증,0,1,0,0,0,0,0,1,['ㅋㅋㅋ'],"감정을 유지하되, 부정적인 뉘앙스를 완화하고 조롱하는 느낌을 줄이기",예측을 한다고 하는데 대체로 틀리네요.
.위드 코로나라해도 팝콘이나 야구장 치맥은 ㄹㅇ 위험할듯,0,윤리검증,0,0,0,0,0,0,1,0,['치맥'],의도를 유지하면서 부적절한 언급을 피하기 위해 음식의 종류를 일반적인 표현으로 변경,위드 코로나라 해도 팝콘이나 야구장에서 음식을 먹는 것은 정말 위험할 듯
저 주임은 발표를 듣고 있나?,0,윤리검증,0,0,0,0,0,0,0,0,,,
뭔 소리야,0,윤리검증,0,0,0,0,0,0,0,0,,,
안경 여드름 돼지.,2,윤리검증,0,1,0,0,0,0,1,1,['돼지'],의도를 존중하되 비하적 표현을 부드럽게 수정,안경 여드름이 고민이다.
백수들 그냥 똥만 낳는 기계아니냐,1,윤리검증,0,1,0,0,0,0,0,1,"['똥', '기계아니냐']","부정적인 감정을 유지하되, 비속어와 공격적인 표현을 중립적인 질문으로 대체",백수들은 그냥 아무 활동도 하지 않고 있는 게 아닐까?
아니 옆 테이블 쩝쩝충.,2,윤리검증,0,1,0,1,0,0,0,0,,,
앞집 유기견 센터에 대형견 들어왔더라,0,윤리검증,0,0,0,0,0,0,0,0,,,
완전히 돈독이 제대로 올라가지고 황소 개구리처럼 자기 혼자 다 해먹는 꼴 보기 싫다,2,윤리검증,1,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""돈독이 제대로 올라가지고"", ""황소 개구리"", ""자기 혼자 다 해먹는""],
  ""대체 제안 형식"": ""부정적인 감정을 유지하되 비유적 표현을 완화하고, 보다 중립적인 언어로 대체"",
  ""대체 문장"": ""자기만 생각하는 모습이 정말 보기 싫다""
}
```"
5살 애한테 섹시라는 말이 맞냐?,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""섹시""],
  ""대체 제안 형식"": ""부적절한 표현을 제거하고 의미를 살린 질문으로 대체"",
  ""대체 문장"": ""5살 아이에게 그런 표현을 사용하는 것이 옳은 건가?""
}
```"
밥먹고 게임만하는 폐인을 내가 어떻게 이기겠니.,1,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""폐인""],
  ""대체 제안 형식"": ""부정적인 표현을 더 중립적으로 표현하고, 상대방에 대한 비하를 피하기"",
  ""대체 문장"": ""밥먹고 게임만 하는 사람을 내가 어떻게 이기겠니.""
}"
거기 더러운 꼴페미 집합 장소 아니냐?ㅋㅋ,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""더러운"", ""꼴페미"", ""집합 장소""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 특정 집단을 비하하지 않도록 대체"",
  ""대체 문장"": ""그곳은 불편한 의견들이 많이 모이는 곳 아닌가?ㅋㅋ""
}
```"
입에 모터를 달았나 시끄러워 죽겠네.,1,윤리검증,0,1,0,1,0,0,0,1,['죽겠네'],"부정적인 감정을 유지하되, 표현을 완화","입에 모터를 달았나, 소리가 너무 크네."
소추한남들이 저거 보고 흔들어대겠네ㅋㅋ,2,윤리검증,0,1,0,1,1,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""소추한남들"", ""흔들어대겠네ㅋㅋ""],
  ""대체 제안 형식"": ""부정적인 표현을 사용하지 않고 경쾌한 분위기로 변경"",
  ""대체 문장"": ""그걸 보고 다들 재미있어할 것 같아ㅋㅋ""
}
```"
